Brand,Year,Model,Used,Manual Transmission,Cylinder.Engine,Liters.Engine,Fossil Fuel,Kilometres,Asia,Passenger Cars,SUV,Ute Tray,VAN,Doors,Seats,Price
Volkswagen,2012,Scirocco,1,0,4,2.0,1,99478,0,1,0,0,0,3,4,26990
Peugeot,2012,308,1,0,4,1.6,1,168298,0,1,0,0,0,2,4,15990
Mitsubishi,2012,Pajero,1,0,4,3.2,1,245713,1,0,1,0,0,4,7,24990
Toyota,2012,Landcruiser,1,0,4,3.0,1,299603,1,0,1,0,0,4,7,25999
Renault,2012,Koleos,1,0,4,2.5,1,182000,0,0,1,0,0,4,5,8990
Toyota,2012,Landcruiser,1,1,8,4.5,1,288950,1,0,0,1,0,2,3,42999
Volvo,2012,XC60,1,0,4,2.0,1,115512,0,0,1,0,0,4,5,21999
Honda,2012,CR-V,1,0,4,2.0,1,167145,1,0,1,0,0,4,5,16499
Hyundai,2012,I45,1,0,4,2.0,1,169208,1,1,0,0,0,4,5,11950
Mazda,2012,6,1,0,4,2.5,1,216057,1,1,0,0,0,5,5,12990
Honda,2012,Jazz,1,1,4,1.3,1,106291,1,1,0,0,0,5,5,10990
Peugeot,2012,308,1,0,4,2.0,1,116800,0,1,0,0,0,4,7,12499
Mercedes-Benz,2012,C180,1,0,4,1.8,1,104000,0,1,0,0,0,2,4,16990
Toyota,2012,RAV4,1,1,4,2.4,1,106825,1,0,1,0,0,4,5,16990
Subaru,2012,Liberty,1,0,4,2.5,1,151058,1,1,0,0,0,4,5,14990
Kia,2012,Cerato,1,1,4,2.0,1,146495,1,1,0,0,0,5,5,10995
Mazda,2012,3,1,0,4,2.0,1,193687,1,1,0,0,0,4,5,10990
Volkswagen,2012,Golf,1,0,4,2.0,1,199749,0,1,0,0,0,5,5,17499
Hyundai,2012,Elantra,1,0,4,1.8,1,53850,1,1,0,0,0,4,5,14990
Mitsubishi,2012,Outlander,1,0,4,2.4,1,211382,1,0,1,0,0,4,5,13990
Subaru,2012,Impreza,1,0,4,2.0,1,120316,1,1,0,0,0,5,5,17990
Mitsubishi,2012,Triton,1,0,4,2.5,1,183512,1,0,0,1,0,2,3,16995
Nissan,2012,Navara,1,1,4,2.5,1,264835,1,0,0,1,0,4,5,13999
Volkswagen,2012,Jetta,1,0,4,2.0,1,127800,0,1,0,0,0,4,5,10995
Mitsubishi,2012,Triton,1,1,4,2.4,1,113885,1,0,0,1,0,2,3,16888
Mazda,2012,3,1,0,4,2.0,1,181070,1,1,0,0,0,4,5,12990
Hyundai,2012,I30,1,0,4,1.6,1,199499,1,1,0,0,0,5,5,13990
Subaru,2012,XV,1,1,4,2.0,1,234325,1,0,1,0,0,4,5,7999
Honda,2012,Accord,1,0,4,2.4,1,123000,1,1,0,0,0,4,5,11999
Mazda,2012,BT-50,1,0,5,3.2,1,276562,1,0,0,1,0,4,5,21995
Lamborghini,2012,Aventador,1,0,12,6.5,1,27843,0,1,0,0,0,2,2,649880
Great,2012,Wall,1,1,4,2.0,1,176285,1,0,0,1,0,4,5,8999
Subaru,2012,Impreza,1,0,4,2.0,1,88910,1,1,0,0,0,5,5,19470
Kia,2012,Sportage,1,0,4,2.0,1,174018,1,0,1,0,0,4,5,14950
Toyota,2012,Yaris,1,0,4,1.5,1,105267,1,1,0,0,0,5,5,14987
Hyundai,2012,IX35,1,0,4,2.4,1,123441,1,0,1,0,0,4,5,15995
Porsche,2012,Cayenne,1,0,6,3.0,1,170858,0,0,1,0,0,4,5,31999
Hyundai,2012,Elantra,1,1,4,1.8,1,149000,1,1,0,0,0,4,5,9000
Mitsubishi,2012,Lancer,1,1,4,2.0,1,100759,1,1,0,0,0,5,5,10990
Toyota,2012,Kluger,1,0,6,3.5,1,112543,1,0,1,0,0,4,7,23932
Mazda,2012,CX-5,1,0,4,2.0,1,231350,1,0,1,0,0,4,5,17990
BMW,2012,X3,1,0,4,2.0,1,125456,0,0,1,0,0,4,5,16999
Subaru,2012,Outback,1,0,4,2.5,1,276874,1,0,1,0,0,4,5,5500
Hyundai,2012,IX35,1,1,4,2.0,1,154000,1,0,1,0,0,4,5,11850
Toyota,2012,RAV4,1,1,4,2.4,1,141547,1,0,1,0,0,4,5,12990
Subaru,2012,Impreza,1,0,4,2.0,1,233116,1,1,0,0,0,4,5,9499
BMW,2012,740LI,1,0,6,3.0,1,263339,0,1,0,0,0,4,5,21990
Ssangyong,2012,Actyon,1,0,4,2.0,1,127583,1,0,0,1,0,4,5,15990
Toyota,2012,Landcruiser,1,0,8,4.5,1,300000,1,0,1,0,0,4,8,65000
Toyota,2012,Landcruiser,1,1,6,4.0,1,104374,1,0,1,0,0,4,7,37999
Lexus,2012,RX270,1,0,4,2.7,1,116606,1,0,1,0,0,4,5,26987
Mercedes-Benz,2012,C200,1,0,4,2.1,1,137000,0,1,0,0,0,4,5,18990
Suzuki,2012,Swift,1,1,4,1.6,1,276153,1,1,0,0,0,5,5,7750
BMW,2012,X6,1,0,6,3.0,1,153889,0,0,1,0,0,4,4,29980
Toyota,2012,Hilux,1,1,4,3.0,1,151921,1,0,0,1,0,4,5,33999
Subaru,2012,Forester,1,1,4,2.5,1,162000,1,0,1,0,0,4,5,10997
Nissan,2012,Navara,1,1,4,2.5,1,202152,1,0,0,1,0,4,5,12990
Mitsubishi,2012,Triton,1,0,4,2.5,1,240255,1,0,0,1,0,4,5,14989
Kia,2012,RIO,1,1,4,1.6,1,74153,1,1,0,0,0,5,5,11990
BMW,2012,320D,1,0,4,2.0,1,122327,0,1,0,0,0,4,5,17990
Audi,2012,A4,1,0,4,1.8,1,65901,0,1,0,0,0,4,5,17290
Mazda,2012,BT-50,1,0,5,3.2,1,328794,1,0,0,1,0,4,5,14999
BMW,2012,X1,1,0,4,2.0,1,199582,0,0,1,0,0,4,5,12990
Mercedes-Benz,2012,E250,1,0,4,1.8,1,50516,0,1,0,0,0,2,4,34888
Hyundai,2012,IX35,1,0,4,2.0,1,228073,1,0,1,0,0,4,5,9999
Mazda,2012,BT-50,1,1,5,3.2,1,293302,1,0,0,1,0,4,5,21999
Volkswagen,2012,Passat,1,0,4,2.0,1,111623,0,1,0,0,0,4,5,17990
Audi,2012,Q7,1,0,6,3.0,1,147000,0,0,1,0,0,4,7,21990
Nissan,2012,Dualis,1,0,4,2.0,1,187878,1,0,1,0,0,4,7,11999
Toyota,2012,Corolla,1,0,4,1.8,1,196960,1,1,0,0,0,5,5,11990
BMW,2012,320I,1,0,4,2.0,1,110000,0,1,0,0,0,4,5,19888
Nissan,2012,Navara,1,1,4,2.5,1,227808,1,0,0,1,0,4,5,15890
Hyundai,2012,Accent,1,0,4,1.6,1,162000,1,1,0,0,0,5,5,9995
Toyota,2012,Landcruiser,1,0,4,3.0,1,206801,1,0,1,0,0,4,7,34990
Mahindra,2012,XUV500,1,1,4,2.2,1,126542,1,0,1,0,0,4,7,13990
Mitsubishi,2012,Pajero,1,0,4,3.2,1,214165,1,0,1,0,0,4,7,23890
Subaru,2012,WRX,1,1,4,2.5,1,82010,1,1,0,0,0,5,5,27990
Volvo,2012,XC60,1,0,4,2.0,1,112888,0,0,1,0,0,4,5,16950
Mitsubishi,2012,Pajero,1,0,4,3.2,1,219500,1,0,1,0,0,4,7,28880
Mercedes-Benz,2012,E350,1,0,6,3.5,1,111426,0,1,0,0,0,2,4,24990
Subaru,2012,Impreza,1,1,4,2.0,1,166665,1,1,0,0,0,5,5,11990
Mitsubishi,2012,Triton,1,0,4,2.5,1,211658,1,0,0,1,0,4,5,19990
Subaru,2012,Impreza,1,0,4,2.0,1,173657,1,1,0,0,0,4,5,11999
Nissan,2012,Pathfinder,1,0,4,2.5,1,224200,1,0,1,0,0,4,7,15999
Mazda,2012,CX-9,1,0,6,3.7,1,184000,1,0,1,0,0,4,7,15990
Toyota,2012,RAV4,1,0,4,2.4,1,83281,1,0,1,0,0,4,5,18985
Subaru,2012,WRX,1,1,4,2.5,1,176000,1,1,0,0,0,4,5,21973
Toyota,2012,Corolla,1,0,4,1.8,1,229036,1,1,0,0,0,5,5,14999
Toyota,2012,Corolla,1,0,4,1.8,1,232839,1,1,0,0,0,5,5,11990
Subaru,2012,Forester,1,1,4,2.0,1,246000,1,0,1,0,0,4,5,12950
Hyundai,2012,I30,1,0,4,1.8,1,169148,1,1,0,0,0,5,5,8000
Mitsubishi,2012,Triton,1,0,4,2.5,1,142797,1,0,0,1,0,4,5,29990
Kia,2012,Grand,1,0,6,3.5,1,266950,1,1,0,0,0,4,8,10990
Hyundai,2012,I20,1,0,4,1.4,1,174556,1,1,0,0,0,5,5,9985
Honda,2012,Odyssey,1,0,4,2.4,1,157563,1,1,0,0,0,4,7,15990
Subaru,2012,Liberty,1,0,4,2.5,1,215100,1,1,0,0,0,4,5,13999
Hyundai,2012,I30,1,0,4,1.6,1,213233,1,1,0,0,0,5,5,12999
Toyota,2012,Landcruiser,1,1,8,4.5,1,155410,1,0,0,1,0,4,5,67990
Hyundai,2012,I45,1,0,4,2.4,1,327430,1,1,0,0,0,4,5,7999
Toyota,2012,Camry,1,0,4,2.5,1,183775,1,1,0,0,0,4,5,13990
Nissan,2012,Navara,1,1,4,2.5,1,255087,1,0,0,1,0,4,5,9999
Honda,2012,CR-V,1,1,4,2.0,1,69967,1,0,1,0,0,4,5,18990
Nissan,2012,X-Trail,1,0,4,2.0,1,170330,1,0,1,0,0,4,5,14990
Nissan,2012,Navara,1,0,6,3.0,1,127595,1,0,0,1,0,4,5,27950
Nissan,2012,Navara,1,1,4,2.5,1,178889,1,0,0,1,0,4,5,17988
Toyota,2012,Yaris,1,1,4,1.3,1,171457,1,1,0,0,0,5,5,7880
Kia,2012,Cerato,1,1,4,2.0,1,185664,1,1,0,0,0,2,5,10999
Nissan,2012,X-Trail,1,0,4,2.5,1,191239,1,0,1,0,0,4,5,13990
Nissan,2012,Patrol,1,1,4,3.0,1,238466,1,0,1,0,0,4,7,29990
Toyota,2012,Hilux,1,1,4,2.7,1,159647,1,0,0,1,0,2,3,13999
Hyundai,2012,Accent,1,0,4,1.6,1,151200,1,1,0,0,0,4,5,10990
Toyota,2012,Kluger,1,0,6,3.5,1,163955,1,0,1,0,0,4,7,22990
Mercedes-Benz,2012,ML350,1,0,6,3.0,1,124500,0,0,1,0,0,4,5,29888
Land,2012,Rover,1,1,4,2.2,1,171440,0,0,1,0,0,5,5,26990
Hyundai,2012,Santa,1,0,4,2.2,1,317365,1,0,1,0,0,4,7,12888
Toyota,2012,Yaris,1,0,4,1.5,1,148865,1,1,0,0,0,5,5,14698
Toyota,2012,Landcruiser,1,0,8,4.5,1,279553,1,0,1,0,0,4,8,51950
BMW,2012,125I,1,0,4,2.0,1,86372,0,1,0,0,0,5,5,19999
Volkswagen,2012,Tiguan,1,0,4,2.0,1,190623,0,0,1,0,0,4,5,13650
Toyota,2012,Kluger,1,0,6,3.5,1,129905,1,0,1,0,0,4,5,19988
Mazda,2012,3,1,0,4,2.0,1,136633,1,1,0,0,0,4,5,12990
Toyota,2012,Landcruiser,1,1,8,4.5,1,269000,1,0,0,1,0,2,3,48990
Mitsubishi,2012,Outlander,1,0,4,2.4,1,159988,1,0,1,0,0,4,5,16966
Hyundai,2012,I30,1,0,4,1.8,1,87909,1,1,0,0,0,5,5,13998
Mazda,2012,3,1,0,4,2.0,1,107212,1,1,0,0,0,5,5,14980
Toyota,2012,Landcruiser,1,0,4,3.0,1,272370,1,0,1,0,0,4,5,26990
Volkswagen,2012,Passat,1,0,4,2.0,1,162694,0,1,0,0,0,4,5,11985
Mercedes-Benz,2012,ML350,1,0,6,3.0,1,132000,0,0,1,0,0,4,5,29999
BMW,2012,X5,1,0,6,3.0,1,220257,0,0,1,0,0,4,5,14985
Kia,2012,Grand,1,0,6,3.5,1,148482,1,1,0,0,0,4,8,13990
Volkswagen,2012,Polo,1,1,4,1.2,1,114202,0,1,0,0,0,5,5,10990
Toyota,2012,Landcruiser,1,0,4,3.0,1,229196,1,0,1,0,0,4,7,32921
Hyundai,2012,I45,1,0,4,2.4,1,106059,1,1,0,0,0,4,5,16888
Nissan,2012,Maxima,1,0,6,2.5,1,119195,1,1,0,0,0,4,5,14760
Toyota,2012,FJ,1,0,6,4.0,1,150889,1,0,1,0,0,4,5,37994
Audi,2012,A5,1,0,4,2.0,1,133986,0,1,0,0,0,2,4,22999
Nissan,2012,X-Trail,1,0,4,2.5,1,96111,1,0,1,0,0,4,5,17985
Mazda,2012,3,1,1,4,2.0,1,122362,1,1,0,0,0,4,5,11455
Toyota,2012,Hilux,1,1,4,3.0,1,300200,1,0,0,1,0,4,5,16990
Mercedes-Benz,2012,C200,1,0,4,1.8,1,248527,0,1,0,0,0,4,5,9985
Land,2012,Rover,1,0,6,3.0,1,159768,0,0,1,0,0,4,5,39990
Hyundai,2012,Veloster,1,1,4,1.6,1,144100,1,1,0,0,0,3,4,13750
Nissan,2012,Patrol,1,1,4,3.0,1,242525,1,0,1,0,0,4,7,27990
Nissan,2012,X-Trail,1,0,4,2.0,1,185509,1,0,1,0,0,4,5,13990
Toyota,2012,Hilux,1,0,4,3.0,1,174859,1,0,0,1,0,4,5,34990
Toyota,2012,RAV4,1,0,4,2.4,1,217255,1,0,1,0,0,4,5,15990
Toyota,2012,FJ,1,0,6,4.0,1,379973,1,0,1,0,0,4,5,22990
Hyundai,2012,I30,1,0,4,1.8,1,47850,1,1,0,0,0,5,5,19990
Honda,2012,Jazz,1,0,4,1.3,1,64912,1,1,0,0,0,5,5,13990
Hyundai,2012,IX35,1,0,4,2.0,1,79998,1,0,1,0,0,4,5,19990
Toyota,2012,HiAce,1,0,4,2.7,1,137912,1,0,0,0,1,4,3,24995
Hyundai,2012,IX35,1,0,4,2.0,1,99581,1,0,1,0,0,4,5,13995
Mini,2012,Cooper,1,0,4,1.6,1,154822,0,1,0,0,0,2,4,13990
Mini,2012,Cooper,1,0,4,1.6,1,52951,0,1,0,0,0,2,4,16990
Skoda,2012,Fabia,1,0,4,1.4,1,125502,0,1,0,0,0,5,5,11999
Audi,2012,A4,1,0,4,2.0,1,108285,0,1,0,0,0,4,5,14999
Subaru,2012,XV,1,0,4,2.0,1,232600,1,0,1,0,0,4,5,11999
Nissan,2012,Navara,1,0,4,2.5,1,288216,1,0,0,1,0,4,5,18800
Toyota,2012,Hiace,1,0,4,3.0,1,136601,1,0,0,0,1,4,3,27999
Mercedes-Benz,2012,ML250,1,0,4,2.1,1,177356,0,0,1,0,0,4,5,24950
Mitsubishi,2012,ASX,1,0,4,2.0,1,88447,1,0,1,0,0,4,5,16888
Peugeot,2012,207,1,0,4,1.6,1,80311,0,1,0,0,0,2,4,14995
Nissan,2012,X-Trail,1,0,4,2.0,1,104740,1,0,1,0,0,4,5,14880
Toyota,2012,Kluger,1,0,6,3.5,1,89672,1,0,1,0,0,4,7,31990
Toyota,2012,Hilux,1,1,4,3.0,1,218928,1,0,0,1,0,4,5,24995
Subaru,2012,XV,1,0,4,2.0,1,173365,1,0,1,0,0,4,5,12990
Hyundai,2012,I30,1,1,4,2.0,1,195331,1,1,0,0,0,5,5,9419
Honda,2012,CR-V,1,0,4,2.4,1,133911,1,0,1,0,0,4,5,18988
Toyota,2012,Kluger,1,0,6,3.5,1,130895,1,0,1,0,0,4,7,24999
Hyundai,2012,IX35,1,1,4,2.0,1,142287,1,0,1,0,0,4,5,10888
Alfa,2012,Romeo,1,0,5,2.4,1,199379,0,1,0,0,0,4,5,12990
Subaru,2012,Forester,1,0,4,2.5,1,72139,1,0,1,0,0,4,5,20990
Nissan,2012,Dualis,1,0,4,2.0,1,86454,1,0,1,0,0,4,5,19990
Mitsubishi,2012,Lancer,1,1,4,2.0,1,172330,1,1,0,0,0,5,5,10990
Hyundai,2012,IX35,1,0,4,2.0,1,80084,1,0,1,0,0,4,5,18990
Mitsubishi,2012,Pajero,1,0,4,3.2,1,186726,1,0,1,0,0,4,7,29900
Subaru,2012,XV,1,1,4,2.0,1,167000,1,0,1,0,0,4,5,15999
Mazda,2012,6,1,0,4,2.5,1,241172,1,1,0,0,0,4,5,13999
Toyota,2013,86,1,0,4,2.0,1,82012,1,1,0,0,0,2,4,24888
Volkswagen,2013,Golf,1,1,4,2.0,1,69197,0,1,0,0,0,5,5,24880
Volvo,2013,S60,1,0,4,1.6,1,141000,0,1,0,0,0,4,5,14999
Mercedes-Benz,2013,A250,1,0,4,2.0,1,117254,0,1,0,0,0,5,5,19999
Mazda,2013,6,1,0,4,2.5,1,163000,1,1,0,0,0,4,5,16995
Mitsubishi,2013,Lancer,1,0,4,2.0,1,165306,1,1,0,0,0,4,5,14995
Mazda,2013,6,1,0,4,2.5,1,124093,1,1,0,0,0,4,5,16990
Kia,2013,Grand,1,0,6,3.5,1,98672,1,1,0,0,0,4,8,13995
Mazda,2013,6,1,0,4,2.5,1,105767,1,1,0,0,0,4,5,19999
Honda,2013,Civic,1,0,4,1.8,1,154347,1,1,0,0,0,4,5,15990
Toyota,2013,86,1,0,4,2.0,1,103706,1,1,0,0,0,2,4,24990
Volkswagen,2013,Golf,1,0,4,1.4,1,126532,0,1,0,0,0,5,5,13990
Mitsubishi,2013,Lancer,1,0,4,2.0,1,73421,1,1,0,0,0,5,5,16990
Hyundai,2013,I20,1,0,4,1.4,1,123330,1,1,0,0,0,5,5,12990
Mitsubishi,2013,Triton,1,1,4,2.5,1,231675,1,0,0,1,0,4,5,19800
Land,2013,Rover,1,0,6,3.0,1,159558,0,0,1,0,0,4,5,38950
Toyota,2013,RAV4,1,0,4,2.2,1,292134,1,0,1,0,0,4,5,14995
Hyundai,2013,Veloster,1,0,4,1.6,1,155244,1,1,0,0,0,3,4,17990
Subaru,2013,Forester,1,1,4,2.0,1,122077,1,0,1,0,0,4,5,16857
Nissan,2013,Navara,1,0,4,2.5,1,159056,1,0,0,1,0,4,5,21990
Toyota,2013,Camry,1,0,4,2.5,1,89140,1,1,0,0,0,4,5,17900
Toyota,2013,Corolla,1,0,4,1.8,1,149974,1,1,0,0,0,5,5,16990
Toyota,2013,Corolla,1,0,4,1.8,1,109519,1,1,0,0,0,5,5,19990
Kia,2013,RIO,1,0,4,1.4,1,88465,1,1,0,0,0,5,5,14888
Toyota,2013,Hilux,1,1,4,3.0,1,345194,1,0,0,1,0,4,5,12990
Audi,2013,A3,1,0,4,1.8,1,148265,0,1,0,0,0,5,5,13999
Volkswagen,2013,Tiguan,1,0,4,2.0,1,126408,0,0,1,0,0,4,5,19999
Peugeot,2013,208,1,1,4,1.6,1,78783,0,1,0,0,0,3,5,14990
Kia,2013,RIO,1,1,4,1.4,1,131990,1,1,0,0,0,5,5,11490
Hyundai,2013,Accent,1,0,4,1.6,1,103629,1,1,0,0,0,4,5,12995
Subaru,2013,Forester,1,0,4,2.5,1,121608,1,0,1,0,0,4,5,16950
Toyota,2013,Hilux,1,1,4,2.7,1,215189,1,0,0,1,0,2,3,13995
BMW,2013,320D,1,0,4,2.0,1,170658,0,1,0,0,0,2,4,17890
Toyota,2013,RAV4,1,0,4,2.2,1,165245,1,0,1,0,0,4,5,16995
Isuzu,2013,D-MAX,1,1,4,3.0,1,223907,1,0,0,1,0,2,2,14913
Hyundai,2013,I30,1,0,4,1.8,1,107647,1,1,0,0,0,5,5,16880
Volvo,2013,V60,1,0,4,1.6,1,120720,0,1,0,0,0,4,5,16880
Audi,2013,A3,1,0,4,1.4,1,40260,0,1,0,0,0,5,5,22800
Mercedes-Benz,2013,C250,1,0,4,1.8,1,123517,0,1,0,0,0,4,5,14999
Mazda,2013,3,1,0,4,2.0,1,152373,1,1,0,0,0,5,5,16990
Volkswagen,2013,Tiguan,1,0,4,2.0,1,148000,0,0,1,0,0,4,5,16999
Renault,2013,Megane,1,0,4,2.0,1,100970,0,1,0,0,0,4,5,17990
Audi,2013,R8,1,0,8,4.2,1,39200,0,1,0,0,0,2,2,172300
Nissan,2013,X-Trail,1,0,4,2.0,1,119924,1,0,1,0,0,4,5,15999
Audi,2013,Q5,1,0,6,3.0,1,124470,0,0,1,0,0,4,5,21984
Volkswagen,2013,Golf,1,0,4,1.4,1,108759,0,1,0,0,0,5,5,15990
Mitsubishi,2013,Lancer,1,1,4,2.0,1,291063,1,1,0,0,0,4,5,7950
Mitsubishi,2013,Outlander,1,0,4,2.0,1,169051,1,0,1,0,0,4,5,16990
Fiat,2013,500,1,0,2,0.9,1,83574,0,1,0,0,0,2,4,17990
Kia,2013,RIO,1,0,4,1.4,1,89432,1,1,0,0,0,5,5,15950
BMW,2013,Z4,1,0,4,2.0,1,79263,0,1,0,0,0,2,2,32800
Volkswagen,2013,Polo,1,1,4,1.2,1,155446,0,1,0,0,0,5,5,10995
Hyundai,2013,Imax,1,0,4,2.5,1,137282,1,1,0,0,0,4,8,22990
Volkswagen,2013,Tiguan,1,0,4,2.0,1,93662,0,0,1,0,0,4,5,16999
Mazda,2013,2,1,0,4,1.5,1,51735,1,1,0,0,0,5,5,14990
Hyundai,2013,Veloster,1,0,4,1.6,1,172961,1,1,0,0,0,3,4,15880
BMW,2013,X3,1,0,4,2.0,1,175040,0,0,1,0,0,4,5,17999
Mitsubishi,2013,Outlander,1,0,4,2.4,1,160511,1,0,1,0,0,4,5,16880
Toyota,2013,RAV4,1,1,4,2.5,1,184608,1,0,1,0,0,4,5,19800
Skoda,2013,Octavia,1,0,4,2.0,1,156058,0,1,0,0,0,4,5,16990
Mercedes-Benz,2013,Sprinter,1,0,4,2.1,1,151045,0,0,0,0,1,2,2,35990
Mazda,2013,2,1,0,4,1.5,1,63626,1,1,0,0,0,5,5,15995
Mitsubishi,2013,ASX,1,1,4,1.8,1,105511,1,0,1,0,0,4,5,15995
Honda,2013,Jazz,1,0,4,1.3,1,53744,1,1,0,0,0,5,5,15990
Volkswagen,2013,Polo,1,1,4,1.2,1,155446,0,1,0,0,0,5,5,10995
Volvo,2013,S60,1,0,4,1.6,1,60297,0,1,0,0,0,4,5,19950
Hyundai,2013,Santa,1,0,4,2.2,1,188655,1,0,1,0,0,4,7,22995
Mitsubishi,2013,ASX,1,0,4,2.3,1,166183,1,0,1,0,0,4,5,16990
Mazda,2013,CX-5,1,0,4,2.2,1,84100,1,0,1,0,0,4,5,22990
Hyundai,2013,I40,1,0,4,1.7,1,258096,1,1,0,0,0,4,5,10900
Nissan,2013,X-Trail,1,1,4,2.0,1,251398,1,0,1,0,0,4,5,10990
Kia,2013,Sorento,1,0,4,2.2,1,195013,1,0,1,0,0,4,7,17995
Audi,2013,A3,1,0,4,2.0,1,112475,0,1,0,0,0,2,4,19950
Hyundai,2013,IX35,1,0,4,2.0,1,140941,1,0,1,0,0,4,5,15990
Hyundai,2013,Santa,1,0,4,2.2,1,100996,1,0,1,0,0,4,7,24990
Toyota,2013,Hilux,1,1,4,2.7,1,143000,1,0,0,1,0,2,3,16900
Volkswagen,2013,Caddy,1,0,4,2.0,1,97851,0,1,0,0,0,5,7,26880
Mitsubishi,2013,Lancer,1,0,4,2.0,1,176119,1,1,0,0,0,4,5,10999
Renault,2013,Koleos,1,0,4,2.5,1,126552,0,0,1,0,0,4,5,12999
Toyota,2013,Yaris,1,0,4,1.3,1,187361,1,1,0,0,0,5,5,13990
Mazda,2013,CX-9,1,0,6,3.7,1,70105,1,0,1,0,0,4,7,22995
Mazda,2013,CX-5,1,0,4,2.5,1,149666,1,0,1,0,0,4,5,17886
Nissan,2013,Patrol,1,0,4,3.0,1,182439,1,0,1,0,0,4,5,39995
Hyundai,2013,IX35,1,0,4,2.0,1,129000,1,0,1,0,0,4,5,16990
Citroen,2013,DS3,1,1,4,1.6,1,82680,0,1,0,0,0,3,5,9777
Toyota,2013,Camry,1,0,4,2.5,1,180223,1,1,0,0,0,4,5,14990
Toyota,2013,86,1,0,4,2.0,1,74420,1,1,0,0,0,2,4,29990
Mitsubishi,2013,Outlander,1,0,4,2.0,1,141211,1,0,1,0,0,4,5,14984
Toyota,2013,Tarago,1,0,4,2.4,1,209000,1,1,0,0,0,4,8,17990
Audi,2013,A8,1,0,6,3.0,1,270000,0,1,0,0,0,4,5,33990
Toyota,2013,Camry,1,0,4,2.5,1,213000,1,1,0,0,0,4,5,12990
Hyundai,2013,Santa,1,0,4,2.2,1,158907,1,0,1,0,0,4,7,23880
BMW,2013,M135I,1,0,6,3.0,1,76101,0,1,0,0,0,5,5,32888
Kia,2013,Cerato,1,0,4,2.0,1,145502,1,1,0,0,0,4,5,14999
Hyundai,2013,Santa,1,0,4,2.2,1,163730,1,0,1,0,0,4,7,21990
Volkswagen,2013,Jetta,1,0,4,1.4,1,91123,0,1,0,0,0,4,5,14999
Nissan,2013,Pulsar,1,0,4,1.8,1,79915,1,1,0,0,0,5,5,13990
Hyundai,2013,I30,1,0,4,1.8,1,112315,1,1,0,0,0,5,5,16990
BMW,2013,X3,1,0,6,3.0,1,140159,0,0,1,0,0,4,5,22888
Subaru,2013,Forester,1,0,4,2.5,1,151628,1,0,1,0,0,4,5,14999
Hyundai,2013,Santa,1,0,4,2.2,1,131876,1,0,1,0,0,4,7,23990
Mercedes-Benz,2013,B180,1,0,4,1.6,1,76273,0,1,0,0,0,5,5,16990
Honda,2013,Civic,1,1,4,1.8,1,45028,1,1,0,0,0,5,5,16990
Mercedes-Benz,2013,C63,1,0,8,6.2,1,85388,0,1,0,0,0,2,4,74990
Hyundai,2013,Veloster,1,0,4,1.6,1,122961,1,1,0,0,0,3,4,14999
Volvo,2013,XC60,1,0,4,2.0,1,100078,0,0,1,0,0,4,5,15999
Hyundai,2013,I20,1,1,4,1.4,1,191912,1,1,0,0,0,3,5,7990
Mazda,2013,BT-50,1,0,5,3.2,1,193841,1,0,0,1,0,4,5,22913
Subaru,2013,Impreza,1,0,4,2.0,1,65952,1,1,0,0,0,5,5,17990
Hyundai,2013,IX35,1,0,4,2.0,1,55824,1,0,1,0,0,4,5,21490
Fiat,2013,Freemont,1,0,4,2.4,1,168700,0,0,1,0,0,4,5,10950
Audi,2013,A3,1,0,4,1.4,1,113870,0,1,0,0,0,5,5,16999
Audi,2013,A6,1,0,4,2.0,1,127588,0,1,0,0,0,4,5,21990
Nissan,2013,Dualis,1,0,4,2.0,1,111777,1,0,1,0,0,4,5,16990
Nissan,2013,Pulsar,1,1,4,1.8,1,137220,1,1,0,0,0,5,5,11999
Hyundai,2013,I30,1,1,4,1.6,1,79702,1,1,0,0,0,5,5,12950
Volkswagen,2013,Golf,1,0,4,1.4,1,90429,0,1,0,0,0,5,5,13990
Mazda,2013,CX-5,1,0,4,2.5,1,123101,1,0,1,0,0,4,5,18999
Mazda,2013,CX-5,1,0,4,2.0,1,86381,1,0,1,0,0,4,5,22990
Mitsubishi,2013,ASX,1,0,4,2.0,1,126201,1,0,1,0,0,4,5,21880
Toyota,2013,Yaris,1,0,4,1.5,1,101144,1,1,0,0,0,5,5,12990
Honda,2013,Civic,1,0,4,1.8,1,71855,1,1,0,0,0,5,5,17990
Mazda,2013,CX-9,1,0,6,3.7,1,145911,1,0,1,0,0,4,7,19990
Mitsubishi,2013,Outlander,1,0,4,2.3,1,179499,1,0,1,0,0,4,7,16950
Hyundai,2013,IX35,1,1,4,2.0,1,149382,1,0,1,0,0,4,5,12990
Volkswagen,2013,Golf,1,0,4,2.0,1,120859,0,1,0,0,0,5,5,15880
Toyota,2013,RAV4,1,0,4,2.0,1,252383,1,0,1,0,0,4,5,12990
Audi,2013,Q7,1,0,6,3.0,1,117441,0,0,1,0,0,4,7,28990
Audi,2013,A1,1,0,4,1.4,1,160861,0,1,0,0,0,5,5,17880
Toyota,2013,Hilux,1,0,6,4.0,1,202937,1,0,0,1,0,4,5,26990
Mercedes-Benz,2013,E400,1,0,6,3.0,1,90038,0,1,0,0,0,4,5,35950
Toyota,2013,Hilux,1,0,4,3.0,1,212484,1,0,0,1,0,2,3,30999
