Brand,Year,Model,Used,Manual Transmission,Cylinder.Engine,Liters.Engine,Fossil Fuel,Kilometres,Asia,Passenger Cars,SUV,Ute Tray,VAN,Doors,Seats,Price
Hyundai,2020,I30,1,0,4,2.0,1,51180,1,1,0,0,0,4,5,24850
Mitsubishi,2020,Outlander,1,0,4,2.4,1,97922,1,0,1,0,0,4,5,26990
Honda,2020,CR-V,1,0,4,1.5,1,30167,1,0,1,0,0,4,5,41900
Toyota,2020,RAV4,1,0,4,2.5,0,18723,1,0,1,0,0,5,5,54850
Nissan,2020,X-Trail,1,0,4,2.5,1,15398,1,0,1,0,0,4,5,37990
Mitsubishi,2020,ASX,1,0,4,2.0,1,69719,1,0,1,0,0,4,5,27888
Suzuki,2020,Swift,1,0,3,1.0,1,37282,1,1,0,0,0,5,5,23873
Hyundai,2020,Santa,1,0,6,3.5,1,33013,1,0,1,0,0,4,7,35880
Nissan,2020,Qashqai,1,0,4,2.0,1,30354,1,0,1,0,0,4,5,31990
Kia,2020,Sorento,1,0,6,3.5,1,39334,1,0,1,0,0,4,7,42990
Hyundai,2020,I30,1,0,4,2.0,1,34421,1,1,0,0,0,4,5,26990
Toyota,2020,Corolla,1,0,4,1.8,0,51689,1,1,0,0,0,5,5,31995
MG,2020,HS,1,0,4,1.5,1,32294,0,0,1,0,0,4,5,27990
Hyundai,2020,I30,1,0,4,2.0,1,50455,1,1,0,0,0,4,5,22990
Great,2020,Wall,1,1,4,2.4,1,19310,1,0,0,1,0,4,5,19490
Toyota,2020,Hilux,1,0,4,2.7,1,46000,1,0,0,1,0,2,2,28999
Kia,2020,RIO,1,0,4,1.4,1,42860,1,1,0,0,0,5,5,22350
Subaru,2020,Forester,1,0,4,2.5,1,47166,1,0,1,0,0,4,5,34950
Hyundai,2020,Kona,1,0,4,2.0,1,50242,1,0,1,0,0,4,5,23990
Kia,2020,Sportage,1,0,4,2.0,1,100074,1,0,1,0,0,4,5,27990
Hyundai,2020,Kona,1,0,4,2.0,1,48496,1,0,1,0,0,4,5,23990
Hyundai,2020,Kona,1,0,4,2.0,1,58911,1,0,1,0,0,4,5,23990
MG,2020,HS,1,0,4,1.5,1,17400,0,0,1,0,0,4,5,26990
Kia,2020,Stinger,1,0,6,3.3,1,27328,1,1,0,0,0,4,5,54850
Honda,2020,Civic,1,0,4,1.8,1,7511,1,1,0,0,0,4,5,30990
Mitsubishi,2020,Outlander,1,0,4,2.4,1,55282,1,0,1,0,0,4,7,31990
Mitsubishi,2020,Outlander,1,0,4,2.4,1,59365,1,0,1,0,0,4,7,33990
Toyota,2020,RAV4,1,0,4,2.0,1,71660,1,0,1,0,0,5,5,46990
Mazda,2020,CX-3,1,0,4,2.0,1,40486,1,0,1,0,0,4,5,29999
Volkswagen,2020,Polo,1,1,3,1.0,1,52731,0,1,0,0,0,5,5,20881
Toyota,2020,Hilux,1,0,4,2.7,1,48750,1,0,0,1,0,4,5,36888
Audi,2020,A3,1,0,4,1.4,1,27980,0,1,0,0,0,4,5,41999
Toyota,2020,C-HR,1,0,4,1.8,0,40321,1,0,1,0,0,4,5,41999
Volkswagen,2020,T-Cross,1,0,3,1.0,1,35509,0,0,1,0,0,4,5,29999
Toyota,2020,Corolla,1,0,4,1.8,0,50338,1,1,0,0,0,5,5,33990
Toyota,2020,RAV4,1,0,4,2.5,0,59141,1,0,1,0,0,5,5,46990
Kia,2020,Cerato,1,0,4,2.0,1,48800,1,1,0,0,0,5,5,23977
Suzuki,2020,Jimny,1,0,4,1.5,1,30273,1,0,1,0,0,2,4,43928
Toyota,2020,Hilux,1,0,4,2.8,1,50500,1,0,0,1,0,4,5,53997
Toyota,2020,Hilux,1,0,4,2.8,1,63981,1,0,0,1,0,4,5,55977
Volkswagen,2020,T-Cross,1,0,3,1.0,1,12892,0,0,1,0,0,4,5,33990
Kia,2020,Sportage,1,0,4,2.0,1,58927,1,0,1,0,0,4,5,32999
Subaru,2020,Impreza,1,0,4,2.0,1,42548,1,1,0,0,0,4,5,27995
Toyota,2020,RAV4,1,0,4,2.5,0,28050,1,0,1,0,0,5,5,57895
Mazda,2020,BT-50,1,0,4,3.0,1,93341,1,0,0,1,0,4,5,56995
Hyundai,2020,Kona,1,0,4,2.0,1,48323,1,0,1,0,0,4,5,24990
Hyundai,2020,I30,1,0,4,2.0,1,60139,1,1,0,0,0,4,5,23999
Toyota,2020,Landcruiser,1,1,8,4.5,1,26942,1,0,0,1,0,4,5,94990
Mitsubishi,2020,ASX,1,0,4,2.0,1,82195,1,0,1,0,0,4,5,23488
Hyundai,2020,Kona,1,0,4,2.0,1,56188,1,0,1,0,0,4,5,25990
Nissan,2020,Navara,1,0,4,2.3,1,22982,1,0,0,1,0,4,5,56990
Suzuki,2020,Jimny,1,1,4,1.5,1,33479,1,0,1,0,0,2,4,37990
Kia,2020,Carnival,1,0,6,3.3,1,145589,1,1,0,0,0,4,8,30950
Hyundai,2020,I30,1,0,4,2.0,1,75543,1,1,0,0,0,4,5,22888
Nissan,2020,Navara,1,0,4,2.3,1,46237,1,0,0,1,0,4,5,48999
Toyota,2020,C-HR,1,0,4,1.2,1,29866,1,0,1,0,0,5,5,38989
Hyundai,2020,I30,1,0,4,2.0,1,72078,1,1,0,0,0,4,5,22980
Volkswagen,2020,T-Cross,1,0,3,1.0,1,18627,0,0,1,0,0,4,5,26990
Mitsubishi,2020,Outlander,1,0,4,2.4,1,51141,1,0,1,0,0,4,7,28990
Hyundai,2020,I30,1,0,4,2.0,1,79069,1,1,0,0,0,4,5,21977
Mitsubishi,2020,Pajero,1,0,4,2.4,1,28139,1,0,1,0,0,4,7,53999
Volkswagen,2020,Golf,1,0,4,1.4,1,59887,0,1,0,0,0,5,5,26990
Toyota,2020,Landcruiser,1,0,4,2.8,1,68369,1,0,1,0,0,4,7,66990
Toyota,2020,Corolla,1,0,4,1.8,0,46994,1,1,0,0,0,5,5,33990
Volkswagen,2020,Amarok,1,0,6,3.0,1,52451,0,0,0,1,0,4,5,59999
Toyota,2020,Landcruiser,1,1,8,4.5,1,59987,1,0,0,1,0,4,5,135995
Mitsubishi,2020,Outlander,1,0,4,2.4,1,67245,1,0,1,0,0,4,7,29977
Kia,2020,Cerato,1,0,4,2.0,1,55430,1,1,0,0,0,5,5,23988
Suzuki,2020,Baleno,1,0,4,1.4,1,21772,1,1,0,0,0,4,5,19965
Kia,2020,Cerato,1,0,4,2.0,1,46601,1,1,0,0,0,4,5,23977
Kia,2020,Cerato,1,0,4,2.0,1,49451,1,1,0,0,0,4,5,23977
Toyota,2020,Landcruiser,1,0,4,2.8,1,69015,1,0,1,0,0,4,7,67888
Renault,2020,Koleos,1,0,4,2.5,1,47983,0,0,1,0,0,4,5,29999
Suzuki,2020,Baleno,1,0,4,1.4,1,39622,1,1,0,0,0,4,5,19588
Toyota,2020,Fortuner,1,0,4,2.8,1,101048,1,0,1,0,0,4,7,50888
Mitsubishi,2020,Triton,1,0,4,2.4,1,83774,1,0,0,1,0,4,5,50970
Renault,2020,Kadjar,1,0,4,1.3,1,57068,0,0,1,0,0,4,5,25996
Hyundai,2020,Tucson,1,0,4,2.0,1,59908,1,0,1,0,0,4,5,31999
Kia,2020,Sorento,1,0,6,3.5,1,86802,1,0,1,0,0,4,7,36878
Toyota,2020,RAV4,1,0,4,2.5,0,57918,1,0,1,0,0,5,5,48888
Volkswagen,2020,Tiguan,1,0,4,2.0,1,40191,0,0,1,0,0,4,5,45985
LDV,2020,T60,1,0,4,2.8,1,29578,0,0,0,1,0,4,5,27999
Hyundai,2020,I30,1,0,4,2.0,1,77814,1,1,0,0,0,4,5,21888
Hyundai,2020,I30,1,0,4,2.0,1,21859,1,1,0,0,0,4,5,26990
Mitsubishi,2020,Outlander,1,0,4,2.4,1,51756,1,0,1,0,0,4,7,29990
Mitsubishi,2020,Outlander,1,0,4,2.4,1,37884,1,0,1,0,0,4,7,35988
Mitsubishi,2020,Express,1,0,4,2.0,1,19897,1,0,0,0,1,4,3,42995
Nissan,2020,X-Trail,1,0,4,2.5,1,13776,1,0,1,0,0,4,5,38995
Mitsubishi,2020,ASX,1,0,4,2.0,1,64991,1,0,1,0,0,4,5,26580
Hyundai,2020,I30,1,0,4,2.0,1,58616,1,1,0,0,0,4,5,23888
Nissan,2020,X-Trail,1,0,4,2.5,1,57702,1,0,1,0,0,4,5,29988
Hyundai,2020,Tucson,1,0,4,2.0,1,56681,1,0,1,0,0,4,5,29990
Mitsubishi,2020,ASX,1,0,4,2.0,1,65270,1,0,1,0,0,4,5,26580
Mazda,2020,BT-50,1,0,4,3.0,1,51258,1,0,0,1,0,4,5,54998
Nissan,2020,Patrol,1,0,8,5.6,1,98450,1,0,1,0,0,4,8,77777
Mitsubishi,2020,Eclipse,1,0,4,1.5,1,58951,1,0,1,0,0,4,5,27999
Subaru,2020,Forester,1,0,4,2.5,1,56476,1,0,1,0,0,4,5,33999
Volkswagen,2020,Caddy,1,0,4,1.4,1,60672,0,1,0,0,0,4,7,35900
Toyota,2020,RAV4,1,0,4,2.5,0,98884,1,0,1,0,0,5,5,42388
Renault,2020,Koleos,1,0,4,2.5,1,60952,0,0,1,0,0,4,5,24996
Toyota,2020,RAV4,1,0,4,2.5,0,52318,1,0,1,0,0,5,5,45999
Kia,2020,Cerato,1,0,4,2.0,1,48128,1,1,0,0,0,4,5,23999
Mazda,2020,3,1,0,4,2.0,1,55000,1,1,0,0,0,5,5,29990
Mitsubishi,2020,Triton,1,0,4,2.4,1,55317,1,0,0,1,0,4,5,43981
LDV,2020,G10,1,0,4,1.9,1,11370,0,0,0,0,1,4,2,32995
Hyundai,2020,Tucson,1,0,4,2.0,1,54676,1,0,1,0,0,4,5,29990
Hyundai,2020,Kona,1,0,4,2.0,1,60853,1,0,1,0,0,4,5,27980
Mitsubishi,2020,Express,1,0,4,2.0,1,15682,1,0,0,0,1,4,3,46998
Toyota,2020,Corolla,1,0,4,1.8,0,44946,1,1,0,0,0,4,5,34888
Hyundai,2020,Tucson,1,0,4,2.0,1,58147,1,0,1,0,0,4,5,29990
Mazda,2020,BT-50,1,0,4,3.0,1,68316,1,0,0,1,0,4,5,49988
Mazda,2020,BT-50,1,0,5,3.2,1,75980,1,0,0,1,0,4,5,44850
Toyota,2020,Corolla,1,0,4,1.8,0,47676,1,1,0,0,0,5,5,32990
Hyundai,2020,I30,1,0,4,2.0,1,61732,1,1,0,0,0,4,5,23999
Toyota,2020,Landcruiser,1,0,8,4.5,1,45210,1,0,1,0,0,4,8,106981
Toyota,2020,Hilux,1,0,4,2.8,1,44727,1,0,0,1,0,4,5,64989
Toyota,2020,Landcruiser,1,1,8,4.5,1,111526,1,0,0,1,0,4,5,91977
Toyota,2020,RAV4,1,0,4,2.5,0,496,1,0,1,0,0,5,5,51668
MG,2020,HS,1,0,4,1.5,1,31899,0,0,1,0,0,4,5,24977
Hyundai,2020,Tucson,1,0,4,2.0,1,56438,1,0,1,0,0,4,5,30388
Audi,2020,SQ5,1,0,6,3.0,1,52158,0,0,1,0,0,4,5,77977
Hyundai,2020,Kona,1,0,4,2.0,1,57156,1,0,1,0,0,4,5,26999
Hyundai,2020,Tucson,1,0,4,2.0,1,52272,1,0,1,0,0,4,5,30388
Mazda,2020,BT-50,1,0,5,3.2,1,63125,1,0,0,1,0,4,5,52888
Hyundai,2020,Kona,1,0,4,2.0,1,54432,1,0,1,0,0,4,5,26999
LDV,2020,T60,1,0,4,2.8,1,55037,0,0,0,1,0,4,5,36999
Subaru,2020,Forester,1,0,4,2.5,1,47000,1,0,1,0,0,4,5,35488
Mitsubishi,2020,ASX,1,0,4,2.0,1,51851,1,0,1,0,0,4,5,25780
Mitsubishi,2020,Outlander,1,0,4,2.4,1,47041,1,0,1,0,0,4,7,33990
Toyota,2020,Hilux,1,0,4,2.8,1,51476,1,0,0,1,0,4,5,69990
Kia,2020,Cerato,1,0,4,2.0,1,59383,1,1,0,0,0,4,5,23980
Volkswagen,2020,Golf,1,0,4,1.4,1,32360,0,1,0,0,0,4,5,24999
Hyundai,2020,Venue,1,0,4,1.6,1,54177,1,0,1,0,0,4,5,24999
Kia,2020,Carnival,1,0,6,3.3,1,50151,1,1,0,0,0,4,8,35990
Kia,2020,Cerato,1,0,4,2.0,1,61515,1,1,0,0,0,5,5,23977
Subaru,2020,Forester,1,0,4,2.5,1,56487,1,0,1,0,0,4,5,33999
Subaru,2020,Forester,1,0,4,2.5,1,57341,1,0,1,0,0,4,5,34990
Hyundai,2020,I30,1,0,4,2.0,1,75518,1,1,0,0,0,4,5,22977
Subaru,2020,XV,1,0,4,2.0,0,46198,1,0,1,0,0,4,5,35980
Mitsubishi,2020,Pajero,1,0,4,2.4,1,22409,1,0,1,0,0,4,7,53999
Mitsubishi,2020,ASX,1,0,4,2.0,1,58379,1,0,1,0,0,4,5,27688
Honda,2020,CR-V,1,0,4,1.5,1,33500,1,0,1,0,0,4,7,36999
Lexus,2020,IS350,1,0,6,3.5,1,29222,1,1,0,0,0,4,5,65778
Hyundai,2020,Kona,1,0,4,2.0,1,49154,1,0,1,0,0,4,5,26999
MG,2020,ZST,1,0,3,1.3,1,30270,0,0,1,0,0,5,5,28888
Audi,2020,Q3,1,0,4,1.4,1,15126,0,0,1,0,0,4,5,53988
Mitsubishi,2020,Triton,1,1,4,2.4,1,19931,1,0,0,1,0,4,5,46994
Toyota,2020,Hilux,1,1,4,2.8,1,69610,1,0,0,1,0,4,5,43988
Toyota,2020,RAV4,1,0,4,2.5,0,38573,1,0,1,0,0,5,5,57988
Hyundai,2020,I30,1,0,4,2.0,1,57360,1,1,0,0,0,4,5,23999
Mitsubishi,2020,Pajero,1,0,4,3.2,1,38478,1,0,1,0,0,4,7,63989
Toyota,2020,Landcruiser,1,0,8,4.5,1,48132,1,0,1,0,0,4,7,131988
Hyundai,2020,Kona,1,0,4,2.0,1,56322,1,0,1,0,0,4,5,26977
Renault,2020,Koleos,1,0,4,2.5,1,65851,0,0,1,0,0,4,5,29980
Hyundai,2020,Kona,1,0,4,2.0,1,54045,1,0,1,0,0,4,5,26999
Nissan,2020,Leaf,1,0,0,0.0,0,13662,1,1,0,0,0,5,5,38965
Subaru,2020,Forester,1,0,4,2.5,1,47453,1,0,1,0,0,4,5,33999
Hyundai,2020,Kona,1,0,4,2.0,1,4766,1,0,1,0,0,4,5,26999
Audi,2020,SQ8,1,0,8,4.0,1,47750,0,0,1,0,0,4,5,164889
Hyundai,2020,Tucson,1,0,4,2.0,1,68835,1,0,1,0,0,4,5,26990
Mitsubishi,2020,Outlander,1,0,4,2.4,1,28495,1,0,1,0,0,4,7,30990
Kia,2020,Cerato,1,0,4,2.0,1,60153,1,1,0,0,0,5,5,21997
Hyundai,2020,I30,1,0,4,2.0,1,60300,1,1,0,0,0,4,5,23999
Toyota,2020,RAV4,1,0,4,2.5,0,17105,1,0,1,0,0,5,5,54350
Kia,2020,Stinger,1,0,6,3.3,1,25006,1,1,0,0,0,4,5,56990
Lexus,2020,RX450H,1,0,6,3.5,0,34661,1,0,1,0,0,4,5,89999
Toyota,2020,Landcruiser,1,0,8,4.5,1,59004,1,0,1,0,0,4,8,109990
Lexus,2020,LX450D,1,0,8,4.5,1,31813,1,0,1,0,0,4,5,126990
Kia,2020,Sportage,1,0,4,2.0,1,66711,1,0,1,0,0,4,5,30990
Hyundai,2020,I30,1,0,4,2.0,1,56405,1,1,0,0,0,4,5,23999
Mazda,2020,3,1,0,4,2.5,1,52000,1,1,0,0,0,4,5,31999
Mitsubishi,2020,Triton,1,0,4,2.4,1,89201,1,0,0,1,0,2,4,39800
LDV,2020,T60,1,1,4,2.8,1,27529,0,0,0,1,0,4,5,28988
MG,2020,MG3,1,0,4,1.5,1,35300,0,1,0,0,0,5,5,19999
Nissan,2020,X-Trail,1,0,4,2.5,1,54776,1,0,1,0,0,4,5,31990
Ssangyong,2020,Musso,1,0,4,2.2,1,70561,1,0,0,1,0,4,5,34777
Subaru,2020,Forester,1,0,4,2.0,0,61202,1,0,1,0,0,4,5,35998
Mercedes-Benz,2020,CLA,1,0,4,2.0,1,61693,0,1,0,0,0,4,5,56800
BMW,2020,M440I,1,0,6,3.0,1,15872,0,1,0,0,0,2,4,99900
Kia,2020,Carnival,1,0,6,3.3,1,5578,1,1,0,0,0,4,8,39888
Nissan,2020,X-Trail,1,0,4,2.5,1,74178,1,0,1,0,0,4,7,25888
Mitsubishi,2020,ASX,1,0,4,2.0,1,33947,1,0,1,0,0,4,5,26400
Toyota,2020,Corolla,1,0,4,1.8,0,54283,1,1,0,0,0,5,5,35990
Volkswagen,2020,Tiguan,1,0,4,2.0,1,36754,0,0,1,0,0,4,7,48888
Subaru,2020,Outback,1,0,4,2.5,1,22382,1,0,1,0,0,4,5,42990
Kia,2020,RIO,1,0,4,1.4,1,43657,1,1,0,0,0,5,5,21990
Hyundai,2020,Kona,1,0,4,2.0,1,57896,1,0,1,0,0,4,5,23888
Kia,2020,Picanto,1,0,4,1.2,1,36969,1,1,0,0,0,5,5,23950
Nissan,2020,Navara,1,0,4,2.3,1,208130,1,0,0,1,0,4,5,42995
Subaru,2020,WRX,1,1,4,2.5,1,28714,1,1,0,0,0,4,5,71888
Mercedes-Benz,2020,GLA35,1,0,4,2.0,1,13000,0,0,1,0,0,4,5,79800
Isuzu,2020,D-MAX,1,0,4,3.0,1,53339,1,0,0,1,0,4,5,58990
Audi,2020,Q3,1,0,4,1.4,1,19300,0,0,1,0,0,4,5,49990
Audi,2020,R8,1,0,10,5.2,1,2420,0,1,0,0,0,2,2,436900
Kia,2020,Sorento,1,0,4,2.2,1,56385,1,0,1,0,0,4,7,56990
Kia,2020,Sportage,1,0,4,2.0,1,58374,1,0,1,0,0,4,5,30990
Land,2020,Rover,1,0,8,5.0,1,24851,0,0,1,0,0,4,5,219990
Toyota,2020,Hilux,1,1,4,2.8,1,37826,1,0,0,1,0,4,5,64888
Subaru,2020,XV,1,0,4,2.0,1,51282,1,0,1,0,0,4,5,33990
Suzuki,2020,Swift,1,0,4,1.2,1,21478,1,1,0,0,0,5,5,24888
Mazda,2020,CX-3,1,0,4,2.0,1,40900,1,0,1,0,0,4,5,31990
Hyundai,2020,Venue,1,0,4,1.6,1,33629,1,0,1,0,0,4,5,25990
Mercedes-Benz,2020,Vito,1,0,4,2.1,1,17006,0,0,0,0,1,2,2,46990
Toyota,2020,RAV4,1,0,4,2.5,0,21727,1,0,1,0,0,5,5,54888
Mitsubishi,2020,Outlander,1,0,4,2.4,1,60880,1,0,1,0,0,4,7,31990
Subaru,2020,XV,1,0,4,2.0,1,38405,1,0,1,0,0,4,5,35990
Mazda,2020,CX-5,1,0,4,2.5,1,42629,1,0,1,0,0,4,5,35990
Subaru,2020,Impreza,1,0,4,2.0,1,49071,1,1,0,0,0,4,5,29990
Kia,2020,Cerato,1,0,4,2.0,1,41000,1,1,0,0,0,4,5,25450
Mercedes-Benz,2020,C300,1,0,4,2.0,1,8479,0,1,0,0,0,4,5,66888
MG,2020,HS,1,0,4,1.5,1,3060,0,0,1,0,0,4,5,34990
Mazda,2020,3,1,0,4,2.5,1,57548,1,1,0,0,0,5,5,32856
LDV,2021,G10+,0,0,4,2.0,1,1458,0,0,0,0,1,4,2,36990
Ssangyong,2021,Korando,0,0,4,1.5,1,1548,1,0,1,0,0,5,5,29990
Ssangyong,2021,Musso,0,0,4,2.2,1,1521,1,0,0,1,0,4,5,38490
Toyota,2021,Corolla,1,0,4,1.8,0,13694,1,1,0,0,0,5,5,44878
Abarth,2021,595,1,1,4,1.4,1,13200,0,1,0,0,0,3,4,36990
BMW,2021,X4,1,0,4,2.0,1,31367,0,0,1,0,0,5,5,79988
Subaru,2021,Forester,1,0,4,2.5,1,16136,1,0,1,0,0,4,5,39990
BMW,2021,330I,1,0,4,2.0,1,23332,0,1,0,0,0,4,5,67988
Hyundai,2021,Venue,1,0,4,1.6,1,35024,1,0,1,0,0,4,5,26990
BMW,2021,330I,1,0,4,2.0,1,29567,0,1,0,0,0,4,5,67988
Audi,2021,Q3,1,0,4,1.4,1,9819,0,0,1,0,0,4,5,51990
Mitsubishi,2021,Outlander,1,0,4,2.4,1,51311,1,0,1,0,0,4,5,30888
Kia,2021,Picanto,1,0,4,1.2,1,4758,1,1,0,0,0,5,5,20444
Nissan,2021,X-Trail,1,0,4,2.5,1,30787,1,0,1,0,0,4,5,38990
Hyundai,2021,Santa,1,0,4,2.2,1,54303,1,0,1,0,0,4,7,40888
Toyota,2021,Corolla,1,0,4,1.8,0,46395,1,1,0,0,0,5,5,30888
Toyota,2021,GR,1,1,3,1.6,1,13515,1,1,0,0,0,3,4,52999
LDV,2021,G10,1,0,4,1.9,1,38308,0,0,0,0,1,4,2,29800
LDV,2021,G10,1,0,4,1.9,1,36516,0,0,0,0,1,4,2,29990
Toyota,2021,RAV4,1,0,4,2.5,1,28785,1,0,1,0,0,5,5,54800
Lexus,2021,RX350L,1,0,6,3.5,1,36809,1,0,1,0,0,4,7,89800
Toyota,2021,Corolla,1,0,4,2.0,1,44220,1,1,0,0,0,5,5,35888
Toyota,2021,Corolla,1,0,4,1.8,0,37892,1,1,0,0,0,5,5,34990
Mazda,2021,3,1,1,4,2.0,1,54176,1,1,0,0,0,5,5,29888
Kia,2021,Carnival,1,0,6,3.5,1,69476,1,1,0,0,0,4,8,64888
Mitsubishi,2021,ASX,1,0,4,2.0,1,42773,1,0,1,0,0,4,5,28888
Toyota,2021,Landcruiser,1,0,4,2.8,1,34126,1,0,1,0,0,4,7,89880
BMW,2021,X3,1,0,4,2.0,1,20816,0,0,1,0,0,4,5,79800
LDV,2021,T60,1,0,4,2.8,1,23773,0,0,0,1,0,4,5,28980
Jaguar,2021,F-Pace,1,0,8,5.0,1,38146,0,0,1,0,0,4,5,149888
Mitsubishi,2021,ASX,1,0,4,2.0,1,48932,1,0,1,0,0,4,5,27990
Hyundai,2021,Venue,1,0,4,1.6,1,78735,1,0,1,0,0,4,5,22990
Audi,2021,A1,1,0,3,1.0,1,20000,0,1,0,0,0,5,5,32480
Volkswagen,2021,Tiguan,1,0,4,2.0,1,16239,0,0,1,0,0,4,5,66888
Toyota,2021,Corolla,1,0,4,2.0,1,34078,1,1,0,0,0,5,5,30990
Audi,2021,A1,1,0,3,1.0,1,22856,0,1,0,0,0,5,5,32480
Toyota,2021,RAV4,1,0,4,2.5,0,28438,1,0,1,0,0,5,5,52990
Toyota,2021,Hilux,1,0,4,2.8,1,41970,1,0,0,1,0,4,5,57888
Mercedes-Benz,2021,E200,1,0,4,2.0,1,76233,0,1,0,0,0,4,5,77880
Mitsubishi,2021,ASX,1,0,4,2.0,1,27283,1,0,1,0,0,4,5,29990
Isuzu,2021,MU-X,1,0,4,3.0,1,46800,1,0,1,0,0,4,7,62990
Toyota,2021,Corolla,1,1,4,2.0,1,6476,1,1,0,0,0,5,5,34888
Mazda,2021,6,1,0,4,2.5,1,47200,1,1,0,0,0,4,5,37990
Kia,2021,Niro,1,0,4,1.6,0,71370,1,0,1,0,0,4,5,32980
Toyota,2021,RAV4,1,0,4,2.0,1,17625,1,0,1,0,0,5,5,52888
Hyundai,2021,Staria,1,0,4,2.2,1,82504,1,1,0,0,0,4,8,54888
Toyota,2021,Camry,1,0,4,2.5,0,64199,1,1,0,0,0,4,5,38990
Toyota,2021,RAV4,1,0,4,2.0,1,32823,1,0,1,0,0,5,5,47878
Kia,2021,Stonic,1,0,4,1.4,1,26033,1,0,1,0,0,4,5,23980
Volkswagen,2021,Tiguan,1,0,4,2.0,1,39391,0,0,1,0,0,4,7,54800
Kia,2021,Picanto,1,0,4,1.2,1,17586,1,1,0,0,0,5,5,19990
Toyota,2021,Hilux,1,0,4,2.8,1,56826,1,0,0,1,0,4,5,64888
Toyota,2021,RAV4,1,0,4,2.0,1,13014,1,0,1,0,0,5,5,43995
Volkswagen,2021,Polo,1,0,3,1.0,1,36612,0,1,0,0,0,5,5,21900
Mini,2021,3D,1,0,3,1.5,1,22781,0,1,0,0,0,3,4,39990
Toyota,2021,Corolla,1,0,4,2.0,1,56579,1,1,0,0,0,4,5,31888
Suzuki,2021,Baleno,1,0,4,1.4,1,41781,1,1,0,0,0,4,5,18888
Peugeot,2021,3008,1,0,4,1.6,1,25723,0,0,1,0,0,4,5,36980
Kia,2021,Cerato,1,0,4,1.6,1,27258,1,1,0,0,0,5,5,36950
Mitsubishi,2021,ASX,1,0,4,2.0,1,46652,1,0,1,0,0,4,5,26888
Toyota,2021,Landcruiser,1,0,4,2.8,1,48479,1,0,1,0,0,4,7,83887
Suzuki,2021,Baleno,1,0,4,1.4,1,36620,1,1,0,0,0,4,5,18888
Audi,2021,Q5,1,0,4,2.0,0,69304,0,0,1,0,0,4,5,70490
MG,2021,HS,1,0,4,1.5,1,31113,0,0,1,0,0,4,5,29388
Hyundai,2021,Sonata,1,0,4,2.5,1,9868,1,1,0,0,0,4,5,54950
Subaru,2021,Outback,1,0,4,2.5,1,19071,1,0,1,0,0,4,5,43999
Mazda,2021,6,1,0,4,2.5,1,40224,1,1,0,0,0,4,5,41863
Toyota,2021,Corolla,1,0,4,1.8,0,8580,1,1,0,0,0,5,5,39990
MG,2021,HS,1,0,4,2.0,1,21513,0,0,1,0,0,4,5,32888
Audi,2021,RS,1,0,6,2.9,1,15156,0,1,0,0,0,5,5,139900
Toyota,2021,Kluger,1,0,4,2.5,0,31262,1,0,1,0,0,5,7,69990
Hyundai,2021,I30,1,0,4,2.0,1,9986,1,1,0,0,0,4,5,49990
Mercedes-Benz,2021,GLA35,1,0,4,2.0,1,3620,0,0,1,0,0,4,5,82880
Toyota,2021,Yaris,1,0,3,1.5,1,22619,1,0,1,0,0,4,5,39888
Toyota,2021,RAV4,1,0,4,2.5,0,23734,1,0,1,0,0,5,5,57990
Honda,2021,CR-V,1,0,4,1.5,1,12491,1,0,1,0,0,4,5,48888
Audi,2021,Q5,1,0,4,2.0,0,44493,0,0,1,0,0,4,5,64888
Toyota,2021,RAV4,1,0,4,2.5,0,26758,1,0,1,0,0,5,5,48990
Audi,2021,RS,1,0,5,2.5,1,9998,0,0,1,0,0,4,5,108888
Mazda,2021,BT-50,1,0,4,3.0,1,33132,1,0,0,1,0,4,5,56950
Toyota,2021,Kluger,1,0,6,3.5,1,17910,1,0,1,0,0,5,7,56880
Toyota,2021,Corolla,1,0,4,1.8,0,43083,1,1,0,0,0,5,5,33990
Mini,2021,3D,1,0,0,0.0,0,7300,0,1,0,0,0,3,4,49999
Nissan,2021,Juke,1,0,3,1.0,1,8638,1,0,1,0,0,5,5,37990
Audi,2021,SQ7,1,0,8,4.0,0,34412,0,0,1,0,0,4,7,158880
MG,2021,HS,1,0,4,1.5,1,25253,0,0,1,0,0,4,5,23150
BMW,2021,X3,1,0,4,2.0,1,29206,0,0,1,0,0,4,5,66988
Volkswagen,2021,Caddy,1,0,4,2.0,1,7400,0,0,0,0,1,2,2,47990
MG,2021,HS,1,0,4,1.5,1,20000,0,0,1,0,0,4,5,23580
Kia,2021,Sportage,1,0,4,2.0,1,42730,1,0,1,0,0,4,5,29900
Renault,2021,Koleos,1,0,4,2.5,1,22724,0,0,1,0,0,4,5,28888
Mazda,2021,BT-50,1,0,4,3.0,1,45120,1,0,0,1,0,4,2,45990
Audi,2021,Q7,1,0,6,3.0,0,26322,0,0,1,0,0,4,7,99800
Toyota,2021,Corolla,1,0,4,1.8,0,44082,1,1,0,0,0,5,5,32888
Toyota,2021,Corolla,1,0,4,1.8,0,23010,1,1,0,0,0,5,5,39888
Audi,2021,S3,1,0,4,2.0,1,6301,0,1,0,0,0,4,5,69880
Mazda,2021,CX-9,1,0,4,2.5,1,34025,1,0,1,0,0,4,7,57990
Volkswagen,2021,Polo,1,1,3,1.0,1,13085,0,1,0,0,0,5,5,24990
